"","custody_status","marital_status","screening_date","rec_supervision_level","rec_supervision_level_text","score_text","raw_score","decile_score","person_id"
"6905","Jail Inmate","Single",0.94419,1,"Low","Medium",-1.83,5,6476
"6906","Jail Inmate","Single",0.94878,1,"Low","Low",-2.49,3,6477
"6907","Pretrial Defendant","Single",0.94848,1,"Low","Low",-3.54,1,6478
"6908","Pretrial Defendant","Single",0.94421,3,"Medium with Override Consideration","High",-1.12,8,6479
"6909","Pretrial Defendant","Single",0.93976,3,"Medium with Override Consideration","Medium",-1.42,7,6480
"6910","Jail Inmate","Single",0.93099,1,"Low","Low",-2.1,4,6481
"6911","Jail Inmate","Single",0.93331,1,"Low","Low",-3.53,1,6482
"6912","Pretrial Defendant","Single",0.93533,1,"Low","Low",-3.12,1,6483
"6913","Pretrial Defendant","Single",0.93957,1,"Low","Low",-3.4,1,6484
"6914","Jail Inmate","Single",0.93249,1,"Low","Low",-3.22,1,6485
"6915","Jail Inmate","Married",0.94465,1,"Low","Low",-4.07,1,6486
"6916","Jail Inmate","Separated",0.94132,1,"Low","Low",-3.28,1,6487
"6917","Jail Inmate","Widowed",0.9376,1,"Low","Low",-3.36,1,6488
"6918","Jail Inmate","Single",0.93124,1,"Low","Low",-2.52,3,6489
"6919","Jail Inmate","Single",0.93208,1,"Low","Medium",-1.75,5,6490
"6920","Pretrial Defendant","Single",0.94705,3,"Medium with Override Consideration","High",-1.08,8,6490
"6921","Jail Inmate","Married",0.93599,1,"Low","Low",-3.71,1,6491
"6922","Jail Inmate","Single",0.93047,1,"Low","Low",-2.6,2,6492
"6923","Pretrial Defendant","Single",0.9449,2,"Medium","Low",-2.06,4,6493
"6924","Jail Inmate","Single",0.94801,2,"Medium","Medium",-1.78,5,6494
"6925","Jail Inmate","Single",0.93167,1,"Low","Low",-2.79,2,6495
"6926","Jail Inmate","Single",0.9326,1,"Low","Low",-2.36,3,6496
"6927","Jail Inmate","Single",0.937,3,"Medium with Override Consideration","Low",-2.25,3,6497
"6928","Pretrial Defendant","Single",0.93055,1,"Low","Low",-2.51,3,6498
"6929","Pretrial Defendant","Single",0.94708,4,"High","High",-0.33,10,6499
"6930","Pretrial Defendant","Single",0.93766,1,"Low","Medium",-1.96,5,6500
"6931","Jail Inmate","Single",0.93864,1,"Low","Low",-4.23,1,6501
"6932","Jail Inmate","Single",0.93676,2,"Medium","Medium",-1.84,5,6502
"6933","Jail Inmate","Separated",0.93274,1,"Low","Low",-3.28,1,6503
"6934","Jail Inmate","Single",0.94148,4,"High","High",-0.96,9,6504
"6935","Jail Inmate","Single",0.93831,1,"Low","Low",-2.47,3,6505
"6936","Jail Inmate","Single",0.94771,3,"Medium with Override Consideration","Low",-2.31,3,6506
"6937","Pretrial Defendant","Single",0.9399,1,"Low","Low",-2.09,4,6507
"6938","Jail Inmate","Single",0.939,1,"Low","Low",-2.41,3,6508
"6939","Jail Inmate","Divorced",0.94585,1,"Low","Low",-3.67,1,6509
"6940","Pretrial Defendant","Single",0.9432,1,"Low","Low",-1.99,4,6510
"6941","Jail Inmate","Single",0.93826,2,"Medium","Medium",-1.93,5,6511
"6942","Jail Inmate","Married",0.93943,1,"Low","Low",-3.15,1,6512
"6943","Jail Inmate","Single",0.9332,1,"Low","Low",-2.65,2,6513
"6944","Jail Inmate","Single",0.93042,2,"Medium","Medium",-1.31,7,6514
"6945","Jail Inmate","Single",0.94632,4,"High","High",-1.16,8,6515
"6946","Jail Inmate","Single",0.94973,1,"Low","Low",-2.24,3,6516
"6947","Jail Inmate","Single",0.94536,1,"Low","Low",-3.33,1,6517
"6948","Jail Inmate","Single",0.93031,1,"Low","Medium",-1.91,5,6518
"6949","Pretrial Defendant","Single",0.93402,2,"Medium","Low",-2.28,3,6519
"6950","Jail Inmate","Single",0.94072,1,"Low","Low",-2,4,6520
"6951","Jail Inmate","Married",0.94227,2,"Medium","Low",-2.54,3,6521
"6952","Jail Inmate","Single",0.93236,2,"Medium","Medium",-1.7,6,6522
"6953","Pretrial Defendant","Single",0.94624,1,"Low","Low",-2.34,3,6523
"6954","Jail Inmate","Single",0.93329,1,"Low","Low",-2.67,2,6524
"6955","Pretrial Defendant","Single",0.93206,1,"Low","Low",-3.55,1,6525
"6956","Jail Inmate","Significant Other",0.94069,1,"Low","Low",-3.27,1,6526
"6957","Jail Inmate","Significant Other",0.94178,1,"Low","Low",-2.48,3,6527
"6958","Jail Inmate","Single",0.93594,3,"Medium with Override Consideration","High",-1.01,8,6528
"6959","Jail Inmate","Single",0.94318,1,"Low","Medium",-1.84,5,6529
"6960","Jail Inmate","Divorced",0.94886,1,"Low","Low",-3.96,1,6530
"6961","Jail Inmate","Single",0.93315,4,"High","High",-0.86,9,6531
"6962","Jail Inmate","Single",0.94506,1,"Low","Medium",-1.86,5,6532
"6963","Jail Inmate","Married",0.93741,2,"Medium","Medium",-1.53,6,6533
"6964","Jail Inmate","Single",0.93733,2,"Medium","Medium",-1.9,5,6534
"6965","Jail Inmate","Single",0.93329,2,"Medium","Medium",-1.53,6,6535
"6966","Pretrial Defendant","Married",0.93383,1,"Low","Low",-3.7,1,6536
"6967","Jail Inmate","Significant Other",0.93741,1,"Low","Low",-2.39,3,6537
"6968","Jail Inmate","Single",0.9323,1,"Low","Low",-3,1,6538
"6969","Jail Inmate","Single",0.94247,1,"Low","Low",-3.45,1,6539
"6970","Jail Inmate","Single",0.94563,2,"Medium","Medium",-1.54,6,6540
"6971","Pretrial Defendant","Single",0.94555,4,"High","High",-0.84,9,6541
"6972","Pretrial Defendant","Single",0.9443,1,"Low","Low",-3,1,6542
"6973","Pretrial Defendant","Single",0.93402,1,"Low","Low",-2.54,3,6543
"6974","Jail Inmate","Separated",0.94367,1,"Low","Low",-3.28,1,6544
"6975","Jail Inmate","Single",0.94818,1,"Low","Medium",-1.9,5,6545
"6976","Jail Inmate","Single",0.93913,3,"Medium with Override Consideration","Medium",-1.55,6,6546
"6977","Jail Inmate","Single",0.94413,1,"Low","Low",-2.08,4,6547
"6978","Pretrial Defendant","Single",0.94588,1,"Low","Low",-2.08,4,6547
"6979","Jail Inmate","Single",0.94391,1,"Low","Medium",-1.93,5,6548
"6980","Jail Inmate","Single",0.93241,1,"Low","Low",-3.6,1,6549
"6981","Jail Inmate","Single",0.93247,1,"Low","Low",-2.04,4,6550
"6982","Jail Inmate","Single",0.93992,1,"Low","Low",-2.51,3,6551
"6983","Pretrial Defendant","Significant Other",0.94113,1,"Low","Low",-2.92,2,6552
"6984","Jail Inmate","Single",0.93023,2,"Medium","Medium",-1.42,7,6553
"6985","Jail Inmate","Single",0.93984,1,"Low","Low",-2.23,4,6554
"6986","Jail Inmate","Married",0.94626,1,"Low","Low",-4,1,6555
"6987","Jail Inmate","Single",0.94345,1,"Low","Low",-2.44,3,6556
"6988","Pretrial Defendant","Divorced",0.93635,2,"Medium","Low",-2.17,4,6557
"6989","Pretrial Defendant","Single",0.94626,1,"Low","Low",-4.1,1,6558
"6990","Jail Inmate","Divorced",0.94763,1,"Low","Low",-4.08,1,6559
"6991","Jail Inmate","Widowed",0.93932,1,"Low","Low",-3.24,1,6560
"6992","Jail Inmate","Single",0.94902,2,"Medium","Medium",-1.53,6,6561
"6993","Jail Inmate","Single",0.94848,1,"Low","Low",-3.39,1,6562
"6994","Jail Inmate","Single",0.94085,2,"Medium","Medium",-1.4,7,6563
"6995","Jail Inmate","Single",0.93402,1,"Low","Low",-2.63,2,6564
"6996","Jail Inmate","Divorced",0.94421,1,"Low","Low",-3.31,1,6565
"6997","Jail Inmate","Single",0.93118,4,"High","High",-1.17,8,6566
"6998","Jail Inmate","Divorced",0.94206,3,"Medium with Override Consideration","Low",-2.37,3,6567
"6999","Jail Inmate","Single",0.9449,1,"Low","Low",-2.35,3,6568
"7000","Jail Inmate","Single",0.94815,2,"Medium","Low",-2.48,3,6569
"7001","Pretrial Defendant","Single",0.93197,1,"Low","Low",-3.07,1,6570
"7002","Jail Inmate","Single",0.93055,3,"Medium with Override Consideration","Low",-2.33,3,6571
"7003","Pretrial Defendant","Single",0.93708,1,"Low","Low",-2.42,3,6572
"7004","Jail Inmate","Single",0.93233,1,"Low","Low",-2.17,4,6573
"7005","Jail Inmate","Single",0.93667,1,"Low","Low",-2.86,2,6574
"7006","Jail Inmate","Single",0.93689,1,"Low","Low",-2.86,2,6574
"7007","Pretrial Defendant","Separated",0.93159,1,"Low","Low",-2.65,2,6575
"7008","Pretrial Defendant","Single",0.94438,1,"Low","Low",-2.1,4,6576
"7009","Jail Inmate","Divorced",0.93121,1,"Low","Low",-2.53,3,6577
"7010","Pretrial Defendant","Divorced",0.93192,1,"Low","Low",-3.65,1,6578
"7011","Jail Inmate","Single",0.94785,3,"Medium with Override Consideration","High",-1.17,8,6579
"7012","Jail Inmate","Married",0.93225,1,"Low","Low",-3.1,1,6580
"7013","Pretrial Defendant","Single",0.9399,1,"Low","Low",-3.3,1,6581
"7014","Jail Inmate","Single",0.93036,1,"Low","Low",-2.13,4,6582
"7015","Jail Inmate","Single",0.93274,2,"Medium","Low",-2.15,4,6583
"7016","Jail Inmate","Single",0.94203,1,"Low","Low",-2.37,3,6584
"7017","Jail Inmate","Single",0.93315,3,"Medium with Override Consideration","Medium",-1.53,6,6585
"7018","Jail Inmate","Single",0.94692,3,"Medium with Override Consideration","Medium",-1.67,6,6585
"7019","Jail Inmate","Significant Other",0.94031,1,"Low","Low",-3.36,1,6586
"7020","Jail Inmate","Single",0.93801,4,"High","High",-1.14,8,6587
"7021","Jail Inmate","Single",0.93946,2,"Medium","Medium",-1.54,6,6588
"7022","Jail Inmate","Significant Other",0.93829,1,"Low","Low",-2.04,4,6589
"7023","Pretrial Defendant","Single",0.93192,1,"Low","Low",-3.94,1,6590
"7024","Jail Inmate","Married",0.94162,1,"Low","Low",-3.66,1,6591
"7025","Pretrial Defendant","Single",0.94113,1,"Low","Low",-3.93,1,6592
"7026","Jail Inmate","Married",0.93894,1,"Low","Low",-3.15,1,6593
"7027","Jail Inmate","Single",0.93217,2,"Medium","Medium",-1.28,7,6594
"7028","Jail Inmate","Married",0.93154,1,"Low","Low",-3.53,1,6595
"7029","Jail Inmate","Married",0.9449,1,"Low","Low",-3.03,1,6596
"7030","Jail Inmate","Single",0.93225,3,"Medium with Override Consideration","Low",-1.99,4,6597
"7031","Jail Inmate","Single",0.93236,4,"High","High",-0.89,9,6598
"7032","Pretrial Defendant","Single",0.94334,1,"Low","Medium",-1.93,5,6599
"7033","Jail Inmate","Single",0.93121,1,"Low","Low",-2.8,2,6600
"7034","Jail Inmate","Divorced",0.94162,1,"Low","Low",-3.54,1,6601
"7035","Pretrial Defendant","Single",0.9376,2,"Medium","Medium",-1.73,6,6602
"7036","Pretrial Defendant","Single",0.9461,4,"High","High",-0.73,9,6603
"7037","Jail Inmate","Single",0.93413,1,"Low","Low",-3.01,1,6604
"7038","Pretrial Defendant","Single",0.93572,4,"High","High",-1.2,8,6605
"7039","Jail Inmate","Single",0.93102,1,"Low","Low",-2.47,3,6606
"7040","Jail Inmate","Single",0.94905,1,"Low","Low",-3.66,1,6607
"7041","Jail Inmate","Single",0.94905,1,"Low","Low",-2.93,2,6607
"7042","Jail Inmate","Single",0.93954,3,"Medium with Override Consideration","Low",-2.51,3,6608
"7043","Jail Inmate","Single",0.94716,1,"Low","Low",-3.37,1,6609
"7044","Jail Inmate","Single",0.94479,4,"High","High",-0.91,9,6610
"7045","Jail Inmate","Married",0.93771,1,"Low","Low",-3.43,1,6611
"7046","Jail Inmate","Single",0.93755,4,"High","High",-0.69,9,6612
"7047","Jail Inmate","Single",0.93965,1,"Low","Low",-2.42,3,6613
"7048","Jail Inmate","Single",0.93905,1,"Low","Low",-2.26,3,6614
"7049","Jail Inmate","Single",0.93413,1,"Low","Low",-3.55,1,6615
"7050","Jail Inmate","Divorced",0.9435,1,"Low","Low",-2.71,2,6616
"7051","Jail Inmate","Separated",0.94621,1,"Low","Low",-3.74,1,6617
"7052","Jail Inmate","Single",0.93408,1,"Low","Medium",-1.76,5,6618
"7053","Jail Inmate","Married",0.94905,1,"Low","Low",-3.23,1,6619
"7054","Jail Inmate","Single",0.94247,2,"Medium","Medium",-1.73,6,6620
"7055","Jail Inmate","Unknown",0.93738,1,"Low","Low",-2.54,3,6621
"7056","Jail Inmate","Married",0.94705,1,"Low","Low",-3.07,1,6622
"7057","Jail Inmate","Single",0.94943,1,"Low","Low",-4.02,1,6623
"7058","Jail Inmate","Divorced",0.93165,1,"Low","Low",-3.53,1,6624
"7059","Jail Inmate","Single",0.944,1,"Low","Low",-2.36,3,6625
"7060","Jail Inmate","Single",0.944,1,"Low","Low",-2.36,3,6625
"7061","Jail Inmate","Single",0.944,1,"Low","Low",-2.36,3,6625
"7062","Jail Inmate","Significant Other",0.93413,1,"Low","Low",-2.33,3,6626
"7063","Pretrial Defendant","Divorced",0.94085,1,"Low","Low",-3.63,1,6627
"7064","Pretrial Defendant","Single",0.94684,1,"Low","Low",-3.7,1,6628
"7065","Jail Inmate","Single",0.94796,1,"Low","Low",-2.68,2,6629
"7066","Jail Inmate","Divorced",0.94629,1,"Low","Low",-3.14,1,6630
"7067","Jail Inmate","Single",0.94178,1,"Low","Low",-2.08,4,6631
"7068","Pretrial Defendant","Significant Other",0.94495,1,"Low","Low",-2.68,2,6632
"7069","Jail Inmate","Single",0.93465,1,"Low","Low",-2.3,3,6633
"7070","Pretrial Defendant","Single",0.9438,2,"Medium","Medium",-1.67,6,6634
"7071","Jail Inmate","Divorced",0.94542,1,"Low","Low",-3.73,1,6635
"7072","Jail Inmate","Single",0.94012,1,"Low","Medium",-1.78,5,6636
"7073","Jail Inmate","Single",0.93165,1,"Low","Low",-3.11,1,6637
"7074","Jail Inmate","Single",0.93143,1,"Low","Medium",-1.82,5,6638
"7075","Jail Inmate","Single",0.93788,1,"Low","Low",-3.25,1,6639
"7076","Pretrial Defendant","Single",0.94716,2,"Medium","Low",-2.97,1,6640
"7077","Jail Inmate","Single",0.93763,4,"High","High",-1.23,8,6641
"7078","Jail Inmate","Married",0.94135,1,"Low","Low",-2.69,2,6642
"7079","Jail Inmate","Single",0.94984,1,"Low","Low",-2.58,2,6643
"7080","Jail Inmate","Single",0.93386,3,"Medium with Override Consideration","High",-1.06,8,6644
"7081","Jail Inmate","Single",0.93695,1,"Low","Low",-3.29,1,6645
"7082","Pretrial Defendant","Single",0.93859,2,"Medium","Medium",-1.39,7,6646
"7083","Jail Inmate","Single",0.94402,3,"Medium with Override Consideration","Medium",-1.39,7,6646
"7084","Jail Inmate","Single",0.93096,1,"Low","Low",-2.19,4,6647
"7085","Jail Inmate","Single",0.9443,1,"Low","Low",-2.96,1,6648
"7086","Jail Inmate","Single",0.93758,1,"Low","Low",-2.94,2,6649
"7087","Jail Inmate","Single",0.93064,4,"High","High",-1.23,8,6650
"7088","Jail Inmate","Single",0.94585,1,"Low","Medium",-1.77,5,6650
"7089","Jail Inmate","Single",0.93102,1,"Low","Low",-2.27,3,6651
"7090","Jail Inmate","Single",0.94738,3,"Medium with Override Consideration","Medium",-1.89,5,6652
"7091","Jail Inmate","Single",0.94028,2,"Medium","Medium",-1.96,5,6653
"7092","Jail Inmate","Single",0.94705,2,"Medium","Medium",-1.64,6,6654
"7093","Jail Inmate","Single",0.93842,1,"Low","Low",-3.5,1,6655
"7094","Jail Inmate","Single",0.94074,3,"Medium with Override Consideration","Medium",-1.6,6,6656
"7095","Jail Inmate","Single",0.94031,2,"Medium","Medium",-1.62,6,6657
"7096","Jail Inmate","Significant Other",0.94722,1,"Low","Low",-2.98,1,6658
"7097","Jail Inmate","Single",0.94178,3,"Medium with Override Consideration","High",-1.09,8,6659
"7098","Pretrial Defendant","Single",0.9329,1,"Low","Low",-2.87,2,6660
"7099","Jail Inmate","Single",0.94009,1,"Low","Low",-2.29,3,6661
"7100","Jail Inmate","Married",0.9332,1,"Low","Low",-3.59,1,6662
"7101","Jail Inmate","Single",0.93768,1,"Low","Low",-2.72,2,6663
"7102","Jail Inmate","Single",0.9452,1,"Low","Low",-3.03,1,6664
"7103","Pretrial Defendant","Single",0.93083,4,"High","High",-0.48,10,6665
"7104","Jail Inmate","Divorced",0.94812,1,"Low","Low",-3.3,1,6666
"7105","Pretrial Defendant","Single",0.93424,1,"Low","Low",-2,4,6667
"7106","Jail Inmate","Single",0.93176,1,"Low","Low",-2.31,3,6668
"7107","Jail Inmate","Single",0.93654,4,"High","High",-1.02,8,6669
"7108","Jail Inmate","Single",0.93818,2,"Medium","Medium",-1.48,7,6670
"7109","Jail Inmate","Single",0.94367,2,"Medium","Low",-2.12,4,6671
"7110","Jail Inmate","Single",0.93662,4,"High","High",-0.31,10,6672
"7111","Jail Inmate","Single",0.9488,3,"Medium with Override Consideration","Medium",-1.3,7,6673
"7112","Jail Inmate","Single",0.94932,3,"Medium with Override Consideration","Medium",-1.72,6,6674
"7113","Pretrial Defendant","Single",0.94298,1,"Low","Low",-3.05,1,6675
"7114","Pretrial Defendant","Single",0.94834,4,"High","High",-0.41,10,6676
"7115","Jail Inmate","Single",0.94506,1,"Low","Low",-3.31,1,6677
"7116","Pretrial Defendant","Single",0.94755,1,"Low","Low",-2.72,2,6678
"7117","Jail Inmate","Married",0.94528,2,"Medium","Low",-2.01,4,6679
"7118","Jail Inmate","Single",0.94525,1,"Low","Low",-2.47,3,6680
"7119","Jail Inmate","Single",0.93326,4,"High","High",-0.8,9,6681
"7120","Jail Inmate","Single",0.94957,4,"High","High",-1.01,8,6682
"7121","Jail Inmate","Single",0.94823,2,"Medium","Medium",-1.74,5,6683
"7122","Jail Inmate","Single",0.93124,2,"Medium","Medium",-1.29,7,6684
"7123","Jail Inmate","Divorced",0.93039,1,"Low","Low",-2.09,4,6685
"7124","Pretrial Defendant","Single",0.9423,1,"Low","Low",-2.57,2,6686
"7125","Jail Inmate","Single",0.93307,3,"Medium with Override Consideration","Medium",-1.96,5,6687
"7126","Jail Inmate","Single",0.93954,1,"Low","Low",-3.05,1,6688
"7127","Pretrial Defendant","Single",0.94124,1,"Low","Low",-3.79,1,6689
"7128","Jail Inmate","Single",0.93389,4,"High","High",-0.53,10,6690
"7129","Pretrial Defendant","Single",0.93667,4,"High","High",-0.64,9,6690
"7130","Pretrial Defendant","Married",0.93154,3,"Medium with Override Consideration","Medium",-1.55,6,6691
"7131","Jail Inmate","Single",0.9396,1,"Low","Low",-3.14,1,6692
"7132","Jail Inmate","Single",0.93301,1,"Low","Low",-2.17,4,6693
"7133","Jail Inmate","Single",0.94864,1,"Low","Low",-3.6,1,6694
"7134","Pretrial Defendant","Single",0.93427,1,"Low","Low",-2.64,2,6695
"7135","Jail Inmate","Single",0.9337,2,"Medium","Medium",-1.84,5,6696
"7136","Jail Inmate","Single",0.93034,1,"Low","Low",-2.69,2,6697
"7137","Jail Inmate","Single",0.93935,3,"Medium with Override Consideration","Low",-2.18,4,6698
"7138","Jail Inmate","Single",0.93943,2,"Medium","Low",-2.68,2,6699
"7139","Jail Inmate","Single",0.94782,3,"Medium with Override Consideration","Medium",-1.45,7,6700
"7140","Pretrial Defendant","Single",0.93829,2,"Medium","Medium",-1.6,6,6701
"7141","Jail Inmate","Separated",0.93673,1,"Low","Low",-3.49,1,6702
"7142","Pretrial Defendant","Single",0.93244,1,"Low","Low",-2.75,2,6703
"7143","Jail Inmate","Single",0.93973,1,"Low","Low",-2.82,2,6704
"7144","Jail Inmate","Significant Other",0.93135,3,"Medium with Override Consideration","Medium",-1.8,5,6705
"7145","Jail Inmate","Single",0.93856,3,"Medium with Override Consideration","Medium",-1.37,7,6706
"7146","Jail Inmate","Single",0.94823,1,"Low","Low",-2.77,2,6707
"7147","Jail Inmate","Single",0.93348,1,"Low","Low",-2.74,2,6708
"7148","Jail Inmate","Single",0.9402,2,"Medium","Medium",-1.75,5,6709
"7149","Jail Inmate","Single",0.94886,1,"Low","Low",-2.36,3,6710
"7150","Jail Inmate","Single",0.94654,1,"Low","Low",-2.3,3,6711
"7151","Pretrial Defendant","Single",0.93034,1,"Low","Low",-3.38,1,6712
"7152","Jail Inmate","Single",0.93801,1,"Low","Low",-2.74,2,6713
"7153","Jail Inmate","Divorced",0.9364,1,"Low","Low",-4.26,1,6714
"7154","Jail Inmate","Married",0.93605,1,"Low","Low",-2.2,4,6715
"7155","Jail Inmate","Single",0.93307,4,"High","High",-1.08,8,6716
"7156","Pretrial Defendant","Single",0.93151,2,"Medium","Low",-2.1,4,6717
"7157","Jail Inmate","Single",0.94375,1,"Low","Low",-4.29,1,6718
"7158","Jail Inmate","Single",0.94837,1,"Low","Low",-4.09,1,6718
"7159","Jail Inmate","Single",0.93337,2,"Medium","Medium",-1.63,6,6719
"7160","Pretrial Defendant","Single",0.9411,1,"Low","Low",-2.13,4,6720
"7161","Jail Inmate","Single",0.93244,1,"Low","Low",-3.42,1,6721
"7162","Jail Inmate","Single",0.94001,1,"Low","Medium",-1.96,5,6722
"7163","Jail Inmate","Single",0.94875,3,"Medium with Override Consideration","High",-0.84,9,6723
"7164","Jail Inmate","Single",0.94479,2,"Medium","Medium",-1.54,6,6724
"7165","Jail Inmate","Single",0.94359,1,"Low","Medium",-1.81,5,6725
"7166","Pretrial Defendant","Significant Other",0.93656,1,"Low","Low",-2.07,4,6726
"7167","Jail Inmate","Single",0.93167,1,"Low","Low",-2.63,2,6727
"7168","Jail Inmate","Single",0.94334,1,"Low","Low",-3.35,1,6728
"7169","Jail Inmate","Single",0.93796,1,"Low","Low",-3.04,1,6729
"7170","Jail Inmate","Single",0.9414,2,"Medium","Medium",-1.97,5,6730
"7171","Jail Inmate","Single",0.93288,1,"Low","Low",-2.74,2,6731
"7172","Residential Program","Single",0.93673,4,"High","High",0.01,10,6732
"7173","Jail Inmate","Single",0.93102,2,"Medium","Medium",-1.67,6,6733
"7174","Pretrial Defendant","Single",0.94438,3,"Medium with Override Consideration","Medium",-1.84,5,6734
"7175","Pretrial Defendant","Married",0.94238,1,"Low","Low",-3.89,1,6735
"7176","Jail Inmate","Single",0.94711,3,"Medium with Override Consideration","Low",-2.21,4,6736
"7177","Jail Inmate","Single",0.94257,1,"Low","Low",-2.07,4,6737
"7178","Jail Inmate","Single",0.9491,2,"Medium","Low",-2.64,2,6738
"7179","Jail Inmate","Single",0.95006,3,"Medium with Override Consideration","Medium",-1.65,6,6739
"7180","Jail Inmate","Single",0.93979,1,"Low","Low",-1.98,4,6740
"7181","Jail Inmate","Single",0.93788,2,"Medium","Medium",-1.54,6,6741
"7182","Pretrial Defendant","Single",0.93135,2,"Medium","Medium",-1.47,7,6742
"7183","Pretrial Defendant","Single",0.94856,1,"Low","Low",-3.11,1,6743
"7184","Jail Inmate","Single",0.93872,4,"High","High",-0.72,9,6744
"7185","Jail Inmate","Single",0.94722,1,"Low","Low",-2.7,2,6745
"7186","Jail Inmate","Single",0.93367,4,"High","High",-1,8,6746
"7187","Jail Inmate","Single",0.93195,4,"High","High",-0.72,9,6747
"7188","Jail Inmate","Single",0.93383,4,"High","High",-0.85,9,6747
"7189","Jail Inmate","Single",0.94471,4,"High","High",-1.01,8,6747
"7190","Jail Inmate","Single",0.93722,1,"Low","Low",-2.04,4,6748
"7191","Jail Inmate","Single",0.93829,3,"Medium with Override Consideration","Medium",-1.6,6,6749
"7192","Pretrial Defendant","Single",0.94162,3,"Medium with Override Consideration","Medium",-1.6,6,6749
"7193","Pretrial Defendant","Single",0.94938,2,"Medium","Low",-2.02,4,6750
"7194","Jail Inmate","Single",0.94249,1,"Low","Low",-2.99,1,6751
"7195","Jail Inmate","Single",0.93293,2,"Medium","Medium",-1.77,5,6752
"7196","Jail Inmate","Single",0.93331,3,"Medium with Override Consideration","Low",-2.03,4,6753
"7197","Jail Inmate","Single",0.93654,3,"Medium with Override Consideration","Medium",-1.87,5,6753
"7198","Pretrial Defendant","Single",0.93613,1,"Low","Medium",-1.88,5,6754
"7199","Jail Inmate","Single",0.94894,2,"Medium","Medium",-1.65,6,6755
"7200","Jail Inmate","Single",0.94077,1,"Low","Low",-2.87,2,6756
"7201","Jail Inmate","Single",0.93607,1,"Low","Low",-3.16,1,6757
"7202","Pretrial Defendant","Single",0.93244,1,"Low","Low",-3.28,1,6758
"7203","Pretrial Defendant","Significant Other",0.94629,1,"Low","Low",-2.89,2,6758
"7204","Jail Inmate","Single",0.93146,3,"Medium with Override Consideration","Medium",-1.71,6,6759
"7205","Jail Inmate","Single",0.93025,2,"Medium","Medium",-1.29,7,6760
"7206","Pretrial Defendant","Single",0.94684,3,"Medium with Override Consideration","High",-1.19,8,6761
"7207","Jail Inmate","Single",0.94787,1,"Low","Medium",-1.92,5,6762
"7208","Jail Inmate","Single",0.94042,1,"Low","Low",-2.97,1,6763
"7209","Jail Inmate","Single",0.94353,1,"Low","Low",-2.36,3,6764
"7210","Pretrial Defendant","Single",0.94184,1,"Low","Low",-4.13,1,6765
"7211","Jail Inmate","Single",0.94828,3,"Medium with Override Consideration","Low",-2.16,4,6766
"7212","Jail Inmate","Single",0.94856,3,"Medium with Override Consideration","Medium",-1.65,6,6766
"7213","Jail Inmate","Divorced",0.94902,1,"Low","Low",-3.81,1,6767
"7214","Jail Inmate","Single",0.94673,4,"High","High",-0.88,9,6768
"7215","Jail Inmate","Divorced",0.93656,1,"Low","Low",-3.25,1,6769
"7216","Jail Inmate","Married",0.94897,1,"Low","Low",-2.27,3,6770
"7217","Pretrial Defendant","Single",0.93689,2,"Medium","Low",-3.31,1,6771
"7218","Jail Inmate","Single",0.94987,2,"Medium","Medium",-1.54,6,6772
"7219","Jail Inmate","Single",0.93837,1,"Low","Low",-2.72,2,6773
"7220","Jail Inmate","Single",0.93779,1,"Low","Low",-3.24,1,6774
"7221","Jail Inmate","Single",0.93085,4,"High","High",-1.02,8,6775
"7222","Jail Inmate","Divorced",0.9387,1,"Low","Low",-3.49,1,6776
"7223","Pretrial Defendant","Divorced",0.93938,1,"Low","Low",-3.03,1,6776
"7224","Jail Inmate","Single",0.94804,1,"Low","Low",-3.55,1,6777
"7225","Jail Inmate","Single",0.93654,2,"Medium","Medium",-1.73,6,6778
"7226","Jail Inmate","Single",0.94481,1,"Low","Low",-3.15,1,6779
"7227","Jail Inmate","Single",0.939,1,"Low","Low",-3.23,1,6780
"7228","Pretrial Defendant","Married",0.93383,1,"Low","Low",-2.39,3,6781
"7229","Pretrial Defendant","Single",0.93146,3,"Medium with Override Consideration","Medium",-1.57,6,6782
"7230","Jail Inmate","Married",0.94189,3,"Medium with Override Consideration","Medium",-1.62,6,6783
"7231","Jail Inmate","Significant Other",0.93703,1,"Low","Low",-3.42,1,6784
"7232","Pretrial Defendant","Single",0.93132,2,"Medium","Medium",-1.66,6,6785
"7233","Pretrial Defendant","Separated",0.9355,1,"Low","Low",-3.11,1,6786
"7234","Jail Inmate","Single",0.94419,1,"Low","Low",-2,4,6787
"7235","Jail Inmate","Widowed",0.93116,1,"Low","Low",-2.23,4,6788
"7236","Jail Inmate","Divorced",0.93686,2,"Medium","Low",-3.07,1,6789
"7237","Jail Inmate","Single",0.94533,1,"Low","Low",-3.07,1,6790
"7238","Jail Inmate","Separated",0.93334,1,"Low","Low",-4.04,1,6791
"7239","Jail Inmate","Single",0.9376,3,"Medium with Override Consideration","Medium",-1.73,6,6792
"7240","Jail Inmate","Single",0.93815,1,"Low","Low",-2.62,2,6793
"7241","Jail Inmate","Single",0.94085,1,"Low","Low",-2.32,3,6794
"7242","Jail Inmate","Single",0.94263,1,"Low","Low",-3.72,1,6795
"7243","Jail Inmate","Single",0.94919,1,"Low","Low",-2.33,3,6796
"7244","Jail Inmate","Separated",0.94563,1,"Low","Low",-2.92,2,6797
"7245","Jail Inmate","Single",0.93897,2,"Medium","Medium",-1.56,6,6798
