"","id","sex","race","dob","juv_fel_count","juv_misd_count","juv_other_count","compas_screening_date","priors_count","days_b_screening_arrest","c_jail_in","c_jail_out","c_days_from_compas","c_offense_date","c_charge_degree","is_recid","num_r_cases","max_degree","min_degree","avg_degree","med_degree","charges_recid","charges_no_recid","charges_total","charge_latest","decile_recid","decile_violence","decile_fail_to_appear"
"4672",4976,"Female","Caucasian",0.74538,0,0,0,0.95009,0,-5e-05,0.95003,0.95006,0,0.95003,0.85,0,0,0.9,0.85,0.88333,0.9,0,3,3,0.95003,5,5,1
"4673",4977,"Male","Caucasian",0.56617,6,1,0,0.93192,17,-3e-05,0.93189,0.93684,0,0.93189,0.85,1,1,0.9,0,0.49449,0.6,9,60,69,0.96,7,5,8
"4674",4978,"Male","African-American",0.71082,0,0,0,0.93337,1,-3e-05,0.93334,0.93337,0,0.93334,0.85,0,0,0.85,0.85,0.85,0.85,0,1,1,0.89908,3,6,1
"4675",4979,"Male","African-American",0.53849,0,0,0,0.93099,6,-3e-05,0.93096,0.93099,0,0.93096,0.85,1,2,0.9,0,0.52895,0.6,5,14,19,0.95307,8,8,9
"4676",4980,"Male","Caucasian",0.66769,0,0,0,0.93941,1,-3e-05,0.93938,0.94055,0,0.93938,0.55,0,0,0.6,0,0.36875,0.575,1,7,8,0.96189,3,2,1
"4677",4981,"Male","Caucasian",0.624,0,0,0,0.94277,3,-3e-05,0.94274,0.94277,0,0.94274,0.6,0,0,0.85,0,0.37273,0.6,0,11,11,0.94274,2,1,2
"4678",4982,"Male","Caucasian",0.58087,0,0,0,0.93624,2,-3e-05,0.93621,0.93624,0,0.93621,0.6,0,0,0.6,0,0.10625,0,3,13,16,0.95421,1,2,1
"4679",4983,"Male","Caucasian",0.64329,0,2,1,0.93968,10,-3e-05,0.93965,0.93984,0,0.93965,0.85,1,2,0.85,0,0.56958,0.6,3,21,24,0.95574,5,3,5
"4680",4984,"Female","African-American",0.67116,0,0,0,0.94501,1,0,0.94501,0.94503,0,0.94501,0.85,0,0,0.85,0,0.52143,0.55,0,7,7,0.94501,2,2,1
"4681",4985,"Female","African-American",0.75503,0,0,0,0.94839,1,-3e-05,0.94837,0.9485,0,0.94837,0.85,0,0,0.85,0.55,0.75,0.85,0,3,3,0.94837,5,6,1
"4682",4986,"Female","African-American",0.68883,0,0,0,0.94629,1,-3e-05,0.94626,0.94629,0,0.94626,0.6,0,0,0.6,0,0.19167,0,0,6,6,0.94626,2,2,2
"4683",4987,"Male","Other",0.73268,0,0,0,0.94842,0,-0.00019,0.94823,0.94826,0,0.94823,0.6,0,0,0.6,0.6,0.6,0.6,0,1,1,0.94823,6,4,1
"4684",4988,"Male","African-American",0.56644,1,1,0,0.93916,16,-3e-05,0.93913,0.94126,0,0.93913,0.9,0,0,1,0.35,0.775,0.85,0,28,28,0.93913,9,6,6
"4685",4990,"Male","Caucasian",0.72522,0,0,0,0.94883,4,-3e-05,0.9488,0.94883,0,0.9488,0.6,1,1,0.85,0,0.38833,0.55,16,14,30,0.95812,5,4,3
"4686",4991,"Male","African-American",0.37996,0,0,0,0.93476,10,-8e-05,0.93468,0.93473,0,0.93468,0.85,1,2,0.9,0,0.29286,0,2,40,42,0.93531,3,2,8
"4687",4992,"Male","African-American",0.53483,0,0,0,0.93146,9,0,0.93146,0.93146,0,0.93146,0.85,1,1,0.85,0,0.41071,0.55,6,22,28,0.94692,6,4,5
"4688",4993,"Male","Hispanic",0.43686,0,0,0,0.93102,3,-3e-05,0.93099,0.93137,0,0.93099,0.85,0,0,0.9,0,0.63636,0.6,0,11,11,0.93099,4,3,7
"4689",4994,"Male","Caucasian",0.69405,0,0,0,0.94296,1,0,0.94296,0.9432,0,0.94296,0.85,1,3,0.85,0,0.37917,0.55,5,7,12,0.94337,4,4,1
"4690",4995,"Male","Caucasian",0.43189,0,0,0,0.93484,3,-0.00027,0.93457,0.93484,0,0.93454,0.85,0,0,0.85,0,0.4875,0.575,0,12,12,0.93454,-1,4,3
"4691",4996,"Male","Caucasian",0.692,0,0,0,0.93878,1,0,0.93878,0.9388,0,0.93875,0.9,0,0,0.9,0,0.31765,0.55,2,15,17,0.95342,1,2,1
"4692",4997,"Male","Asian",0.48566,0,0,0,0.94725,0,0,0.94725,0.94725,0,0.94722,0.6,0,0,0.6,0.6,0.6,0.6,0,1,1,0.94722,1,1,3
"4693",4998,"Male","Caucasian",0.62668,0,0,0,0.93386,1,-3e-05,0.93383,0.93386,0,0.93383,0.85,0,0,0.85,0,0.23333,0,2,4,6,0.93957,2,2,2
"4694",4999,"Male","African-American",0.62794,0,0,0,0.94279,2,0,0.94279,0.94279,0,0.94277,0.85,1,1,0.9,0,0.625,0.85,3,7,10,0.95449,8,9,7
"4695",5000,"Male","African-American",0.67558,0,0,0,0.94807,1,-3e-05,0.94804,0.94807,0,0.94804,0.85,0,0,0.9,0.07,0.392,0.07,0,5,5,0.93809,1,2,1
"4696",5001,"Male","African-American",0.7282,0,0,0,0.9361,0,-3e-05,0.93607,0.9361,0,0.93607,0.6,1,1,0.6,0,0.175,0,7,3,10,0.96197,2,4,1
"4697",5002,"Male","Caucasian",0.50489,0,0,0,0.94618,0,-3e-05,0.94615,0.94624,0,0.94615,0.85,0,0,0.85,0,0.48333,0.6,0,3,3,0.94613,1,1,1
"4698",5003,"Male","African-American",0.70757,0,1,0,0.94462,4,-3e-05,0.9446,0.94512,0,0.9446,0.9,1,1,0.9,0,0.47143,0.55,1,13,14,0.96178,8,6,2
"4699",5004,"Male","African-American",0.63482,0,0,0,0.94301,0,-3e-05,0.94298,0.94315,0,0.94298,0.85,1,1,0.85,0,0.46,0.6,3,2,5,0.95028,2,1,5
"4700",5005,"Male","Hispanic",0.62004,0,0,0,0.94137,14,-3e-05,0.94135,0.94247,0,0.94135,0.85,1,1,0.9,0,0.56667,0.6,1,26,27,0.94804,9,9,7
"4701",5007,"Female","African-American",0.74694,0,0,0,0.9497,0,-3e-05,0.94968,0.9497,0,0.94968,0.85,0,0,0.85,0.85,0.85,0.85,0,3,3,0.94968,3,4,1
"4702",5008,"Male","African-American",0.73197,0,0,0,0.94533,0,-3e-05,0.94531,0.94533,0,0.94531,0.85,0,0,0.85,0,0.56667,0.85,0,3,3,0.94531,3,4,1
"4703",5009,"Female","Caucasian",0.6726,0,0,0,0.93834,0,-3e-05,0.93831,0.93837,0,0.93831,0.6,0,0,0.6,0.6,0.6,0.6,0,1,1,0.93831,2,2,1
"4704",5010,"Male","African-American",0.576,0,0,0,0.93441,19,-0.00011,0.9343,0.93432,0,0.9343,0.85,1,3,1,0,0.51351,0.6,18,56,74,0.95298,9,5,6
"4705",5011,"Female","African-American",0.6678,0,0,0,0.94531,1,-3e-05,0.94528,0.94593,0,0.94528,0.85,0,0,0.85,0.85,0.85,0.85,0,6,6,0.94528,5,3,1
"4706",5012,"Male","Caucasian",0.66657,0,0,0,0.93282,0,-3e-05,0.93279,0.93282,0,0.93279,0.4,0,0,0.4,0,0.1,0,1,7,8,0.93779,1,2,1
"4707",5014,"Male","African-American",0.68741,0,0,0,0.9408,6,-3e-05,0.94077,0.94173,0,0.94077,0.85,1,2,0.9,0,0.23143,0,9,26,35,0.9617,8,9,2
"4708",5015,"Male","Caucasian",0.70869,0,0,0,0.94848,0,0,0.94848,0.9485,0,0.94845,0.55,1,2,0.6,0,0.295,0.275,6,4,10,0.95476,2,2,1
"4709",5016,"Male","African-American",0.62239,0,0,0,0.94812,1,-0.00104,0.94708,0.94804,0,0.94708,0.85,0,0,0.85,0.85,0.85,0.85,0,1,1,0.94424,5,4,5
"4710",5017,"Female","Caucasian",0.65296,0,0,2,0.93788,2,-3e-05,0.93785,0.93788,0,0.93785,0.85,1,2,0.9,0,0.46789,0.4,6,13,19,0.95451,5,4,5
"4711",5018,"Male","African-American",0.74858,0,0,1,0.94279,2,-3e-05,0.94277,0.95656,0,0.94277,0.85,0,0,0.9,0,0.705,0.85,0,10,10,0.94277,10,9,3
"4712",5019,"Male","African-American",0.65509,0,0,0,0.93042,8,0,0.93042,0.93219,0,0.93042,0.9,1,1,0.9,0,0.64615,0.85,2,11,13,0.93921,9,9,6
"4713",5020,"Male","African-American",0.54961,0,0,0,0.94061,0,-3e-05,0.94058,0.94061,0,0.94058,0.85,0,0,0.85,0.85,0.85,0.85,0,1,1,0.94058,7,1,2
"4714",5021,"Male","Caucasian",0.58032,3,0,0,0.93233,11,-3e-05,0.9323,0.94533,0,0.9323,0.85,0,0,1,0,0.78793,0.85,0,29,29,0.93228,9,10,7
"4715",5022,"Male","African-American",0.36706,0,0,0,0.9329,8,-3e-05,0.93288,0.93301,0,0.93288,0.85,1,2,0.9,0.35,0.725,0.85,2,24,26,0.95468,4,2,2
"4716",5023,"Male","Caucasian",0.74811,0,0,0,0.93962,1,-3e-05,0.9396,0.93962,0,0.9396,0.6,1,1,0.6,0,0.35,0.55,1,4,5,0.94432,4,7,2
"4717",5025,"Female","African-American",0.63285,0,0,0,0.94861,6,-0.00139,0.94722,0.94722,0,0.94722,0.6,1,1,0.85,0,0.14722,0,4,32,36,0.96126,4,4,7
"4718",5026,"Male","African-American",0.56568,0,0,0,0.94279,0,0,0.94279,0.94279,0,0.94279,0.6,0,0,0.6,0,0.075,0,0,8,8,0.94279,1,1,1
"4719",5027,"Male","African-American",0.69331,0,0,0,0.94588,6,-3e-05,0.94585,0.94692,0,0.94585,0.85,1,4,0.85,0,0.52385,0.6,10,16,26,0.9544,4,2,1
"4720",5028,"Male","Caucasian",0.4284,0,0,0,0.94697,2,0,0.94697,0.94697,0,0.92662,0.85,0,0,0.9,0,0.5,0.6,0,6,6,0.93285,1,1,3
"4721",5029,"Female","Caucasian",0.7344,0,0,0,0.94473,0,-3e-05,0.94471,0.94473,0,0.94471,0.85,0,0,0.85,0.85,0.85,0.85,0,2,2,0.94471,3,4,1
"4722",5030,"Female","Caucasian",0.6502,0,0,0,0.94083,1,-3e-05,0.9408,0.94626,0,0.9408,0.9,0,0,0.9,0.9,0.9,0.9,0,2,2,0.93941,5,2,1
"4723",5031,"Male","Caucasian",0.74607,0,0,0,0.94755,0,-3e-05,0.94752,0.94755,0,0.94749,0.6,0,0,0.6,0,0.42857,0.6,0,7,7,0.94749,2,4,1
"4724",5032,"Male","African-American",0.66545,0,0,0,0.94337,3,-3e-05,0.94334,0.94337,0,0.94334,0.85,0,0,0.9,0,0.25,0,2,13,15,0.95528,3,3,5
"4725",5033,"Male","African-American",0.65594,0,0,0,0.94184,0,-3e-05,0.94181,0.94184,0,0.94178,0.85,0,0,0.85,0,0.48333,0.6,0,3,3,0.94178,1,2,1
"4726",5034,"Male","Caucasian",0.61575,0,0,0,0.94837,2,-0.00131,0.94705,0.9473,0,0.94703,1,0,0,1,0,0.16,0,0,7,7,0.94703,1,1,3
"4727",5035,"Male","Caucasian",0.52655,0,0,0,0.93277,4,-3e-05,0.93274,0.93405,0,0.93274,0.85,0,0,0.9,0,0.42737,0.6,1,18,19,0.93528,5,1,5
"4728",5036,"Male","African-American",0.74618,0,0,11,0.94481,2,-3e-05,0.94479,0.94481,0,0.94479,0.85,0,0,0.85,0,0.07069,0,7,22,29,0.96175,10,9,1
"4729",5037,"Female","Caucasian",0.71588,0,0,1,0.94036,2,-5e-05,0.94031,0.94031,0,0.94028,0.85,0,0,0.85,0,0.595,0.575,0,10,10,0.94028,9,4,1
"4730",5038,"Male","African-American",0.61488,0,0,0,0.95006,3,0,0.95006,0.95017,0,0.95003,0.85,0,0,0.9,0.6,0.73,0.725,0,10,10,0.95003,8,6,2
"4731",5039,"Male","African-American",0.619,0,0,0,0.94337,0,-3e-05,0.94334,0.94337,0,0.94334,0.85,0,0,0.85,0,0.425,0.425,0,2,2,0.94337,4,1,5
"4732",5040,"Male","Caucasian",0.72473,0,0,1,0.94244,7,-3e-05,0.94241,0.94244,0,0.94241,0.85,0,0,0.85,0,0.21207,0,0,29,29,0.94241,8,5,1
"4733",5041,"Male","Caucasian",0.74322,0,0,0,0.94607,2,-3e-05,0.94604,0.95266,0,0.94604,0.85,0,0,0.85,0,0.70833,0.85,0,6,6,0.94604,8,6,1
"4734",5042,"Male","African-American",0.51136,0,0,0,0.93413,13,-3e-05,0.93411,0.93427,0,0.93411,0.6,1,2,0.9,0,0.33229,0.4,12,36,48,0.95932,7,6,7
"4735",5043,"Male","Caucasian",0.72719,0,0,1,0.93023,0,0,0.93023,0.93075,0,0.9302,0.85,1,1,0.85,0,0.26071,0,10,4,14,0.9576,9,9,3
"4736",5044,"Male","African-American",0.62182,0,1,0,0.93676,6,-3e-05,0.93673,0.93755,0,0.93673,0.85,0,0,0.85,0.55,0.77143,0.85,0,7,7,0.93673,5,3,3
"4737",5045,"Female","Caucasian",0.56232,0,0,0,0.93558,5,0.00044,0.93602,0.93752,0,0.92239,0.85,0,0,0.9,0,0.67667,0.85,0,15,15,0.92239,10,3,8
"4738",5046,"Female","African-American",0.72905,0,0,0,0.93839,0,-3e-05,0.93837,0.93842,0,0.93837,0.85,0,0,0.85,0.6,0.725,0.725,0,2,2,0.93837,7,6,2
"4739",5047,"Male","African-American",0.57043,0,0,0,0.93236,3,-3e-05,0.93233,0.93236,0,0.93233,0.9,0,0,0.9,0.6,0.765,0.85,0,10,10,0.93228,2,3,1
"4740",5048,"Female","African-American",0.69812,0,0,0,0.94094,5,-3e-05,0.94091,0.94184,0,0.94091,0.9,1,1,1,0,0.29778,0,11,34,45,0.95353,5,6,2
"4741",5049,"Female","Caucasian",0.69405,0,0,0,0.93531,0,-5e-05,0.93525,0.93525,0,0.93523,0.6,0,0,0.6,0,0.15,0,1,3,4,0.94757,2,2,1
"4742",5050,"Male","African-American",0.74699,0,0,0,0.9361,0,0,0.9361,0.93613,0,0.9361,0.6,0,0,0.6,0.07,0.335,0.335,1,1,2,0.93809,4,6,1
"4743",5051,"Male","Caucasian",0.66058,0,1,1,0.93189,3,-3e-05,0.93187,0.93364,0,0.93187,1,0,0,1,0,0.49,0.55,0,13,13,0.93187,3,3,4
"4744",5052,"Male","Caucasian",0.52352,0,0,0,0.93689,0,0,0.93689,0.93722,0,0.93686,0.85,0,0,0.85,0.55,0.65,0.55,0,3,3,0.93686,4,1,6
"4745",5053,"Male","African-American",0.74866,0,0,0,0.93807,1,-0.00057,0.93749,0.93807,0,0.93747,0.85,1,3,0.9,0,0.61875,0.85,5,3,8,0.94703,7,8,1
"4746",5054,"Male","African-American",0.72932,0,0,0,0.93137,0,-3e-05,0.93135,0.9314,0,0.93135,0.55,1,1,0.55,0,0.275,0.275,2,2,4,0.95186,4,5,1
"4747",5056,"Male","Hispanic",0.60745,0,0,0,0.94645,1,0,0.94645,0.94645,0,0.94645,0.55,0,0,0.55,0,0.36667,0.55,0,3,3,0.94645,1,2,1
"4748",5057,"Female","African-American",0.46853,0,0,0,0.94107,1,-3e-05,0.94104,0.94107,0,0.94104,0.85,0,0,0.85,0,0.17727,0,1,10,11,0.94752,1,1,1
"4749",5058,"Male","African-American",0.73148,0,0,0,0.94749,3,-3e-05,0.94746,0.94891,0,0.94746,0.85,1,1,0.9,0,0.63846,0.6,6,7,13,0.96153,10,8,3
"4750",5059,"Male","Caucasian",0.63523,0,0,0,0.93741,4,-3e-05,0.93738,0.93744,0,0.93738,0.85,0,0,0.9,0.55,0.68182,0.6,0,11,11,0.93738,7,4,1
"4751",5060,"Male","African-American",0.72134,0,0,0,0.9311,1,-3e-05,0.93107,0.93312,0,0.93107,0.85,1,1,0.85,0,0.3375,0.275,3,9,12,0.95388,5,7,1
"4752",5061,"Female","African-American",0.74932,0,0,0,0.94328,1,-3e-05,0.94326,0.94328,0,0.94326,0.85,1,1,0.85,0,0.23333,0,5,1,6,0.95757,4,5,2
"4753",5062,"Female","Caucasian",0.59196,0,0,0,0.93637,7,-0.00082,0.93555,0.93574,0,0.93555,0.85,1,1,0.9,0,0.37308,0.55,1,25,26,0.93733,6,2,8
"4754",5063,"Female","African-American",0.75008,0,0,0,0.93613,1,0,0.93613,0.93613,0,0.9361,0.6,1,1,0.85,0.55,0.66667,0.6,1,2,3,0.9446,5,6,2
"4755",5064,"Male","Caucasian",0.67394,0,0,0,0.93771,2,-3e-05,0.93768,0.93796,0,0.93768,0.85,1,1,0.85,0,0.50625,0.6,3,5,8,0.94771,2,3,2
"4756",5065,"Male","Caucasian",0.53825,0,0,0,0.93782,2,-0.00117,0.93665,0.93777,0,0.93665,0.6,0,0,0.85,0,0.25556,0,0,9,9,0.93665,4,5,6
"4757",5066,"Male","Other",0.72429,0,2,0,0.93279,7,0,0.93279,0.93304,0,0.93277,0.85,1,2,0.9,0,0.45926,0.55,5,22,27,0.94577,6,8,1
"4758",5067,"Female","African-American",0.71735,0,0,0,0.94618,2,-3e-05,0.94615,0.94618,0,0.94615,0.85,1,1,1,0,0.44667,0.55,9,6,15,0.95951,6,4,1
"4759",5068,"Male","Caucasian",0.64561,0,0,0,0.94072,0,0,0.94072,0.94072,0,0.94069,0.85,0,0,0.85,0.6,0.68333,0.6,0,3,3,0.94069,7,6,3
"4760",5069,"Male","African-American",0.71487,1,0,0,0.93364,2,-3e-05,0.93361,0.94744,0,0.93361,0.55,1,1,0.9,0.55,0.675,0.6,1,5,6,0.94435,10,9,3
"4761",5070,"Male","Caucasian",0.71386,0,0,0,0.94689,2,-0.00164,0.94525,0.94686,0,0.94525,0.55,0,0,0.85,0,0.28571,0,2,5,7,0.95727,6,6,2
"4762",5071,"Male","African-American",0.70719,0,0,0,0.93282,1,-3e-05,0.93279,0.93282,0,0.93279,0.9,0,0,0.9,0.85,0.875,0.875,0,2,2,0.93225,2,3,3
"4763",5072,"Female","Caucasian",0.5221,0,0,0,0.94793,0,-5e-05,0.94787,0.9479,0,0.94787,0.6,0,0,0.6,0,0.2,0,1,2,3,0.96036,2,1,1
"4764",5073,"Male","African-American",0.40793,0,0,0,0.93766,12,0,0.93766,0.93766,0,0.90616,1,0,0,1,0.6,0.9025,0.9,0,20,20,0.90575,2,1,4
"4765",5074,"Male","African-American",0.63329,0,0,0,0.93241,1,-3e-05,0.93238,0.93241,0,0.93238,0.6,1,1,0.6,0,0.34167,0.45,3,3,6,0.94298,1,1,1
"4766",5075,"Male","African-American",0.69714,1,3,0,0.9305,24,-3e-05,0.93047,0.93282,0,0.93047,0.6,1,4,0.9,0,0.49067,0.6,19,56,75,0.9488,10,10,3
"4767",5076,"Male","Caucasian",0.75505,0,0,0,0.94916,0,-3e-05,0.94913,0.94927,0,0.94913,0.85,0,0,0.85,0,0.425,0.425,0,2,2,0.94913,5,7,1
"4768",5077,"Male","Caucasian",0.67763,0,0,0,0.93465,9,-0.00366,0.93099,0.93635,0,0.93099,1,0,0,1,0,0.46875,0.55,0,24,24,0.92952,7,8,1
"4769",5078,"Male","African-American",0.68629,0,0,0,0.93309,1,-3e-05,0.93307,0.93323,0,0.93307,0.85,0,0,0.85,0,0.425,0.425,0,2,2,0.92807,7,4,8
"4770",5079,"Male","Caucasian",0.70129,0,0,0,0.93692,3,-0.00336,0.93356,0.93359,0,0.93356,0.6,0,0,0.6,0,0.10952,0,8,13,21,0.9485,2,3,3
"4771",5080,"Male","Hispanic",0.61097,0,0,0,0.94397,0,0,0.94397,0.94402,0,0.94394,0.6,0,0,0.6,0.6,0.6,0.6,0,1,1,0.94394,1,1,3
"4772",5081,"Male","Caucasian",0.50814,0,0,0,0.94099,4,-3e-05,0.94096,0.94345,0,0.94096,0.6,0,0,0.85,0,0.49091,0.55,0,11,11,0.94096,4,1,5
"4773",5082,"Male","Caucasian",0.70361,0,0,0,0.94757,1,0.00598,0.95356,0.95369,0,0.94656,0.85,0,0,0.85,0.85,0.85,0.85,0,1,1,0.94656,4,3,5
"4774",5084,"Female","African-American",0.68558,0,0,0,0.93017,0,0,0.93017,0.93017,0,0.93014,0.6,0,0,0.6,0.6,0.6,0.6,0,1,1,0.93014,4,3,1
"4775",5085,"Male","Other",0.75615,3,1,0,0.93651,4,-3e-05,0.93648,0.93916,0,0.93648,0.85,0,0,0.9,0,0.38684,0.55,0,19,19,0.93572,10,10,3
"4776",5086,"Male","Caucasian",0.4997,0,0,0,0.93331,0,-3e-05,0.93329,0.93334,0,0.93329,0.85,1,3,0.9,0,0.46346,0.6,20,6,26,0.95853,1,1,1
"4777",5087,"Male","Caucasian",0.68107,0,0,0,0.94897,1,-3e-05,0.94894,0.94897,0,0.94894,0.85,0,0,0.9,0,0.21579,0,4,15,19,0.96189,2,3,1
"4778",5088,"Female","Caucasian",0.58037,0,0,0,0.93126,1,-3e-05,0.93124,0.93126,0,0.93124,0.6,1,1,0.85,0,0.25667,0,10,5,15,0.95388,6,4,1
"4779",5089,"Male","Caucasian",0.41211,0,0,0,0.94066,10,0,0.94066,0.94066,0,0.94063,0.85,0,0,1,0,0.55147,0.6,0,34,34,0.94063,6,3,8
"4780",5091,"Female","Hispanic",0.63933,0,0,0,0.94714,0,-3e-05,0.94711,0.94714,0,0.94711,0.6,0,0,0.6,0,0.3,0.3,0,2,2,0.94711,1,1,2
"4781",5092,"Male","Caucasian",0.61365,0,0,0,0.95009,5,-3e-05,0.95006,0.95175,0,0.95009,0.85,0,0,0.85,0,0.50714,0.6,0,14,14,0.95006,7,8,7
"4782",5093,"Male","Caucasian",0.72328,0,0,0,0.94689,0,-3e-05,0.94686,0.94692,0,0.94686,0.85,0,0,0.85,0.55,0.7,0.7,0,2,2,0.94686,9,4,4
"4783",5094,"Female","African-American",0.72104,0,0,0,0.93135,0,-3e-05,0.93132,0.93135,0,0.93132,0.55,0,0,0.6,0.55,0.575,0.575,0,2,2,0.93132,5,5,1
"4784",5095,"Male","African-American",0.69574,0,0,0,0.94222,3,-3e-05,0.94219,0.94285,0,0.94219,0.85,0,0,0.85,0,0.17286,0,1,34,35,0.94391,4,3,3
"4785",5096,"Female","African-American",0.57737,0,0,0,0.94236,0,-3e-05,0.94233,0.94236,0,0.94233,0.6,0,0,0.6,0.6,0.6,0.6,0,1,1,0.94233,4,1,3
"4786",5097,"Female","Caucasian",0.34409,0,0,0,0.94935,2,-0.00123,0.94812,0.94932,0,0.94812,0.85,0,0,0.85,0,0.5,0.575,0,4,4,0.94812,3,1,8
"4787",5098,"Male","African-American",0.68796,0,0,0,0.94288,7,-3e-05,0.94285,0.94296,0,0.94285,0.85,1,1,0.9,0,0.46963,0.4,5,22,27,0.95561,9,6,2
"4788",5099,"Male","African-American",0.48306,0,0,0,0.93911,6,-3e-05,0.93908,0.93913,0,0.93908,0.85,0,0,0.9,0,0.56,0.85,0,13,13,0.91769,3,2,2
"4789",5100,"Female","Caucasian",0.64982,0,0,0,0.94244,2,-0.00076,0.94167,0.94241,0,0.94167,0.85,1,1,0.85,0,0.41389,0.575,3,15,18,0.95678,4,1,1
"4790",5101,"Male","African-American",0.67386,0,0,0,0.93378,5,-3e-05,0.93375,0.93517,0,0.93375,0.6,1,2,0.9,0.4,0.68636,0.6,3,8,11,0.93935,5,7,6
"4791",5102,"Female","African-American",0.74396,0,0,0,0.94998,1,-3e-05,0.94995,0.94998,0,0.94995,0.85,0,0,0.85,0.55,0.7,0.7,0,2,2,0.94995,7,5,1
"4792",5103,"Male","Hispanic",0.6611,0,0,0,0.93861,7,-3e-05,0.93859,0.93861,0,0.93859,0.85,0,0,0.9,0,0.53182,0.6,0,22,22,0.93859,9,7,2
"4793",5104,"Male","Caucasian",0.53628,0,0,0,0.94561,0,-3e-05,0.94558,0.94561,0,0.94558,0.6,0,0,0.6,0.6,0.6,0.6,0,1,1,0.94558,2,2,2
"4794",5105,"Female","African-American",0.70539,0,0,0,0.94831,0,-3e-05,0.94828,0.94831,0,0.94828,0.85,0,0,0.85,0.85,0.85,0.85,0,1,1,0.94828,7,5,2
"4795",5106,"Male","Caucasian",0.70894,0,0,1,0.94555,6,-3e-05,0.94553,0.94555,0,0.94553,0.4,1,1,0.6,0,0.30375,0.4,1,31,32,0.9464,5,4,1
"4796",5107,"Male","African-American",0.68621,0,0,0,0.93137,8,0.00145,0.93282,0.93359,0,0.92334,0.85,1,2,0.85,0,0.55774,0.6,12,19,31,0.95544,10,9,8
"4797",5108,"Male","Caucasian",0.41225,0,0,0,0.93178,0,0,0.93178,0.93181,0,0.93178,0.6,0,0,0.6,0.6,0.6,0.6,0,1,1,0.93178,1,1,1
"4798",5109,"Male","Hispanic",0.63359,0,0,0,0.9444,0,-3e-05,0.94438,0.94501,0,0.94438,0.85,0,0,0.9,0.85,0.86,0.85,0,5,5,0.94438,1,2,1
"4799",5111,"Male","African-American",0.71041,0,0,0,0.93118,1,0,0.93118,0.93118,0,0.9281,0.9,0,0,0.9,0,0.075,0,4,8,12,0.95476,3,4,1
"4800",5112,"Male","African-American",0.55652,0,0,0,0.94585,5,0,0.94585,0.94667,0,0.89201,0.85,1,2,0.85,0,0.446,0.55,7,18,25,0.96137,7,7,8
"4801",5113,"Male","African-American",0.74771,0,0,0,0.93255,0,-3e-05,0.93252,0.93255,0,0.93252,0.85,1,1,0.85,0,0.30625,0.2,7,1,8,0.9617,4,6,1
"4802",5114,"Male","Caucasian",0.46036,0,0,0,0.94697,26,-0.00251,0.94446,0.94449,0,0.94654,0.85,1,2,0.9,0,0.50771,0.55,4,44,48,0.96178,7,2,8
"4803",5115,"Female","Caucasian",0.49672,0,0,0,0.94662,0,0,0.94662,0.94662,0,0.94662,0.6,0,0,0.6,0,0.13333,0,1,8,9,0.94796,1,1,1
"4804",5116,"Male","African-American",0.67681,0,1,0,0.93307,10,-3e-05,0.93304,0.93971,0,0.93307,0.85,1,2,0.9,0,0.49516,0.6,5,26,31,0.95776,7,6,6
"4805",5117,"Male","African-American",0.75746,0,1,0,0.93935,2,-0.00044,0.93891,0.93894,0,0.93891,0.85,1,1,0.85,0,0.44667,0.6,12,3,15,0.95735,9,7,1
"4806",5118,"Male","Native American",0.62816,1,0,0,0.93733,9,0.00197,0.9393,0.94077,0,0.93443,0.6,1,4,1,0,0.495,0.6,6,24,30,0.94506,7,9,6
"4807",5119,"Male","African-American",0.64905,5,0,0,0.93408,10,-3e-05,0.93405,0.93419,0,0.93405,0.9,1,1,1,0,0.56081,0.85,7,30,37,0.94227,9,6,3
"4808",5120,"Female","African-American",0.39302,0,0,0,0.93042,0,-3e-05,0.93039,0.93252,0,0.93039,0.6,0,0,0.6,0.6,0.6,0.6,0,2,2,0.93039,1,1,1
"4809",5121,"Male","African-American",0.70402,0,0,0,0.93725,0,-3e-05,0.93722,0.93741,0,0.93722,0.6,0,0,0.6,0.6,0.6,0.6,0,1,1,0.93722,2,4,1
"4810",5122,"Male","African-American",0.73937,0,4,0,0.9358,7,-3e-04,0.9355,0.9358,0,0.93561,0.9,1,2,0.9,0,0.55357,0.55,2,12,14,0.94113,8,9,1
"4811",5123,"Male","African-American",0.65217,0,0,0,0.93733,3,-3e-05,0.9373,0.93774,0,0.9373,0.85,1,1,0.9,0,0.51538,0.6,4,9,13,0.94487,3,2,4
"4812",5124,"Male","African-American",0.68143,0,0,0,0.94301,4,-3e-05,0.94298,0.95216,0,0.92249,0.6,0,0,0.6,0,0.29286,0.275,0,14,14,0.90829,10,8,3
"4813",5125,"Male","Caucasian",0.54489,0,0,0,0.93995,11,-3e-05,0.93992,0.94001,0,0.93992,0.85,0,0,0.9,0,0.39839,0.35,0,31,31,0.93992,9,6,8
"4814",5126,"Male","African-American",0.52565,0,0,0,0.94104,7,0,0.94104,0.94107,0,0.94104,0.85,0,0,0.9,0,0.53235,0.6,0,17,17,0.93758,4,3,3
"4815",5127,"Female","Caucasian",0.7061,0,0,0,0.93894,0,-3e-05,0.93891,0.93894,0,0.93891,0.55,0,0,0.55,0,0.275,0.275,0,2,2,0.93891,4,3,3
