"","arrest_date","charge_degree","days_since_compas_arrest","decile_score"
"49364",0.77412,0.85,6227,9
"49365",0.92553,0.85,640,4
"49366",0.92553,0.6,640,4
"49367",0.93727,0.6,210,4
"49368",0.93725,0.55,211,4
"49369",0.94241,0.55,22,4
"49370",0.93727,0.85,210,4
"49371",0.94241,0.85,22,4
"49372",0.93727,0.6,210,4
"49373",0.9399,0.6,1,1
"49374",0.9399,0.6,1,1
"49375",0.94121,0.6,3,1
"49376",0.95801,0.85,-734,4
"49377",0.95801,0.6,-734,4
"49378",0.95801,0.6,-734,4
"49379",0.93796,0.85,0,4
"49380",0.95804,0.85,-735,4
"49381",0.93796,0.85,0,4
"49382",0.95804,0.85,-735,4
"49383",0.93796,0.6,0,4
"49384",0.86914,0.85,2519,4
"49385",0.87201,0.85,2414,4
"49386",0.86575,0.85,2643,4
"49387",0.86575,0,2643,4
"49388",0.95001,0.6,0,4
"49389",0.95001,0.85,0,4
"49390",0.95001,0.6,0,4
"49391",0.94039,0.85,1,9
"49392",0.94039,0.6,1,9
"49393",0.94039,0.6,1,9
"49394",0.94039,0.6,1,9
"49395",0.94145,0.9,-38,9
"49396",0.94746,0.9,-258,9
"49397",0.95227,0.9,-434,9
"49398",0.95659,0.9,-592,9
"49399",0.94145,0.85,-38,9
"49400",0.94746,0.85,-258,9
"49401",0.95227,0.85,-434,9
"49402",0.95659,0.85,-592,9
"49403",0.94039,0.85,1,9
"49404",0.94039,0.85,1,9
"49405",0.94039,0.85,1,9
"49406",0.94039,0.85,1,9
"49407",0.94746,0.4,-258,9
"49408",0.95227,0.4,-434,9
"49409",0.93738,0.6,1,2
"49410",0.93738,0.6,1,2
"49411",0.93738,0.55,1,2
"49412",0.93935,0.6,-71,2
"49413",0.91668,0,759,2
"49414",0.93738,0.6,1,2
"49415",0.94003,0.6,-96,2
"49416",0.95011,0.6,-465,2
"49417",0.93738,0.55,1,2
"49418",0.94003,0.55,-96,2
"49419",0.95011,0.55,-465,2
"49420",0.94003,0.9,-96,2
"49421",0.94003,0.6,-96,2
"49422",0.94003,0.6,-96,2
"49423",0.93304,0.55,160,2
"49424",0.94003,0.6,-96,2
"49425",0.95011,0.6,-465,2
"49426",0.84234,0.55,3839,2
"49427",0.71402,0.9,8536,2
"49428",0.75983,0.9,6859,2
"49429",0.76688,0.85,6601,2
"49430",0.7046,0.85,8881,2
"49431",0.94719,0.6,1,2
"49432",0.90094,0.6,1694,2
"49433",0.90233,0.6,1643,2
"49434",0.90233,0.55,1643,2
"49435",0.90094,0.55,1694,2
"49436",0.7046,0.85,8881,2
"49437",0.79863,0.85,5296,2
"49438",0.79516,0.35,5423,2
"49439",0.79642,0.85,5377,2
"49440",0.79688,0.85,5360,2
"49441",0.79923,0.85,5274,2
"49442",0.94328,0.85,1,2
"49443",0.94624,0.85,-107,2
"49444",0.94328,0.6,1,2
"49445",0.94624,0.6,-107,2
"49446",0.72825,0.85,7872,2
"49447",0.79844,1,5303,2
"49448",0.79844,1,5303,2
"49449",0.93359,0.85,1,1
"49450",0.93359,0.85,1,1
"49451",0.93359,0.85,1,1
"49452",0.93878,0.6,1,5
"49453",0.93315,0.6,207,5
"49454",0.86578,0.6,2821,10
"49455",0.87152,0.6,2611,10
"49456",0.69826,0.6,8953,10
"49457",0.69826,1,8953,10
"49458",0.69613,0.6,9031,10
"49459",0.69613,0.6,9031,10
"49460",0.69613,0.85,9031,10
"49461",0.85586,0.6,3184,10
"49462",0.91433,0.85,1044,10
"49463",0.9158,0.85,990,10
"49464",0.71123,0.85,8478,10
"49465",0.71123,0.6,8478,10
"49466",0.70741,0.9,8618,10
"49467",0.68506,0.6,9436,10
"49468",0.68506,0.85,9436,10
"49469",0.93812,0.6,173,10
"49470",0.93812,0.6,173,10
"49471",0.70358,0.85,8758,10
"49472",0.70358,0.6,8758,10
"49473",0.67143,0.9,9935,10
"49474",0.67282,0.9,9884,10
"49475",0.86384,0.6,2892,10
"49476",0.7088,0.6,8567,10
"49477",0.7088,0.85,8567,10
"49478",0.86277,0.6,2931,10
"49479",0.86578,0.6,2821,10
"49480",0.86578,0.6,2821,10
"49481",0.86277,0.6,2931,10
"49482",0.85947,0.6,3052,10
"49483",0.87499,0.6,2484,10
"49484",0.85947,0.6,3052,10
"49485",0.86501,0.6,2849,10
"49486",0.86764,0.6,2753,10
"49487",0.9158,0.85,990,10
"49488",0.9158,0.6,990,10
"49489",0.9158,0.6,990,10
"49490",0.92583,0.85,623,10
"49491",0.92583,0.6,623,10
"49492",0.92583,0.6,623,10
"49493",0.90485,0.55,1391,10
"49494",0.87499,0.85,2484,10
"49495",0.94285,0.85,0,10
"49496",0.95129,0.85,-309,10
"49497",0.94309,0.6,-9,10
"49498",0.94285,0.6,0,10
"49499",0.94309,0.6,-9,10
"49500",0.94285,0.6,0,10
"49501",0.94307,0.9,-8,10
"49502",0.94637,0.9,-129,10
"49503",0.94307,0.85,-8,10
"49504",0.94637,0.85,-129,10
"49505",0.94307,0.85,-8,10
"49506",0.94637,0.85,-129,10
"49507",0.94307,0.85,-8,10
"49508",0.94637,0.85,-129,10
"49509",0.94307,0.6,-8,10
"49510",0.94307,0.6,-8,10
"49511",0.94307,0,-8,10
"49512",0.94637,0.6,-129,10
"49513",0.94637,0,-129,10
"49514",0.90649,0.85,1331,10
"49515",0.90649,0.6,1331,10
"49516",0.90649,0.6,1331,10
"49517",0.89941,0.6,1590,10
"49518",0.89941,0.6,1590,10
"49519",0.71738,0.85,8253,10
"49520",0.71738,0.85,8253,10
"49521",0.71738,0.85,8253,10
"49522",0.71738,0.6,8253,10
"49523",0.73847,0.85,7481,10
"49524",0.73847,0.6,7481,10
"49525",0.80494,0.85,5048,10
"49526",0.73847,0.85,7481,10
"49527",0.69107,0.85,9216,10
"49528",0.69107,0.6,9216,10
"49529",0.93258,0.85,1,2
"49530",0.93258,0.85,1,2
"49531",0.93225,0.85,0,5
"49532",0.93225,0.6,0,5
"49533",0.93225,0.6,0,5
"49534",0.89518,0.9,1620,9
"49535",0.89518,0.85,1620,9
"49536",0.89518,1,1620,9
"49537",0.92714,0.4,450,9
"49538",0.91668,0.85,833,9
"49539",0.93727,0.85,79,9
"49540",0.94126,0.85,-67,9
"49541",0.91668,0.85,833,9
"49542",0.93727,0.85,79,9
"49543",0.94126,0.85,-67,9
"49544",0.91668,0.6,833,9
"49545",0.93727,0.85,79,9
"49546",0.94126,0.85,-67,9
"49547",0.93154,0.85,289,9
"49548",0.93479,0.85,170,9
"49549",0.93727,0.85,79,9
"49550",0.94126,0.85,-67,9
"49551",0.93154,0.6,289,9
"49552",0.93479,0.6,170,9
"49553",0.93727,0.6,79,9
"49554",0.94126,0.6,-67,9
"49555",0.66083,0.85,10198,9
"49556",0.74145,0.9,7247,9
"49557",0.74497,0.9,7118,9
"49558",0.75953,0.9,6585,9
"49559",0.65709,0.85,10335,9
"49560",0.67941,0.85,9518,9
"49561",0.68023,1,9488,9
"49562",0.76024,0.85,6559,9
"49563",0.75953,1,6585,9
"49564",0.75953,0.9,6585,9
"49565",0.75953,0.85,6585,9
"49566",0.75953,0.85,6585,9
"49567",0.75953,0.85,6585,9
"49568",0.94506,0.6,1,4
"49569",0.95771,0.6,-462,4
"49570",0.94506,0.55,1,4
"49571",0.94506,0.55,1,4
"49572",0.95684,0.85,-430,4
"49573",0.95684,0.85,-430,4
"49574",0.94506,0.85,1,4
"49575",0.95684,0.85,-430,4
"49576",0.95684,0.85,-430,4
"49577",0.94506,0.85,1,4
"49578",0.93211,0.85,5,1
"49579",0.93211,0.85,5,1
"49580",0.93211,0.6,5,1
"49581",0.94654,0.6,85,2
"49582",0.94883,0.85,1,2
"49583",0.94883,0.85,1,2
"49584",0.94883,0.6,1,2
"49585",0.93058,0.6,37,8
"49586",0.94192,0.6,-378,8
"49587",0.93075,0.85,-1,4
"49588",0.93075,0.85,-1,4
"49589",0.93075,0.85,-1,4
"49590",0.90722,0.55,860,4
"49591",0.90722,0,860,4
"49592",0.93072,0.85,0,4
"49593",0.93072,0.85,0,4
"49594",0.93072,0.85,0,4
"49595",0.93072,0.85,0,4
"49596",0.93075,0.85,-1,4
"49597",0.93075,0.85,-1,4
"49598",0.93075,0.85,-1,4
"49599",0.9287,0.85,432,6
"49600",0.94025,0.85,9,6
"49601",0.88805,0.6,1627,6
"49602",0.88805,0.35,1627,6
"49603",0.88805,0,1627,6
"49604",0.82027,0.85,4108,6
"49605",0.83256,0.85,3658,6
"49606",0.82027,0.6,4108,6
"49607",0.93247,0.9,1,6
"49608",0.93247,0.9,1,6
"49609",0.93247,0.85,1,6
"49610",0.82737,0.9,3848,6
"49611",0.82674,0.9,3871,6
"49612",0.87124,0.9,2242,6
"49613",0.88805,0.85,1627,6
"49614",0.87124,0.6,2242,6
"49615",0.87124,0.6,2242,6
"49616",0.83652,0.9,3513,6
"49617",0.85513,0.9,2832,6
"49618",0.84371,0.9,3250,6
"49619",0.85365,0.9,2886,6
"49620",0.85513,0.4,2832,6
"49621",0.85207,0.4,2944,6
"49622",0.85207,0.4,2944,6
"49623",0.85513,0.4,2832,6
"49624",0.85513,0.4,2832,6
"49625",0.85207,0.4,2944,6
"49626",0.85513,0.6,2832,6
"49627",0.85513,0.55,2832,6
"49628",0.85513,0.55,2832,6
"49629",0.85513,0,2832,6
"49630",0.93427,0.6,3,3
"49631",0.93427,0.55,3,3
"49632",0.93815,0.6,1,5
"49633",0.93717,0.85,1,9
"49634",0.93717,0.6,1,9
"49635",0.93717,0,1,9
"49636",0.94514,0.85,-291,9
"49637",0.94514,0.6,-291,9
"49638",0.95449,0.6,-633,9
"49639",0.94547,0.6,-303,9
"49640",0.94796,0.6,-394,9
"49641",0.95449,0.6,-633,9
"49642",0.91905,0.85,664,9
"49643",0.92086,0.85,598,9
"49644",0.93173,0.85,200,9
"49645",0.94796,0.9,-394,9
"49646",0.94796,0.85,-394,9
"49647",0.95449,0.85,-633,9
"49648",0.94796,0.85,-394,9
"49649",0.94796,0.85,-394,9
"49650",0.94796,0.6,-394,9
"49651",0.95449,0.6,-633,9
"49652",0.93173,0.6,200,9
"49653",0.92083,0.6,599,9
"49654",0.91971,0.6,640,9
"49655",0.92271,0.6,530,9
"49656",0.93173,0.6,200,9
"49657",0.94585,0.6,0,6
"49658",0.94025,0.85,1,8
"49659",0.95244,0.85,-445,8
"49660",0.94807,0.6,1,1
"49661",0.93561,0.9,18,4
"49662",0.93662,0.85,-19,4
"49663",0.94148,0.85,-197,4
"49664",0.90334,0.4,1525,2
"49665",0.90334,0.4,1525,2
"49666",0.94501,0.85,0,2
"49667",0.94501,0.85,0,2
"49668",0.94501,0.6,0,2
"49669",0.93083,0.6,0,1
"49670",0.93083,0,0,1
"49671",0.90299,0.9,1101,7
"49672",0.90299,0.85,1101,7
"49673",0.84223,0.85,3325,7
"49674",0.84223,0.6,3325,7
"49675",0.84223,0.6,3325,7
"49676",0.84223,0,3325,7
"49677",0.93304,0.9,1,7
"49678",0.93304,0.6,1,7
"49679",0.93304,0.6,1,7
"49680",0.93304,0,1,7
"49681",0.90299,0.9,1101,7
"49682",0.91933,0.6,533,10
"49683",0.91933,0.6,533,10
"49684",0.94088,0.85,-256,10
"49685",0.93386,0.85,1,10
"49686",0.91933,0.85,533,10
"49687",0.94088,0.9,-256,10
"49688",0.93386,0.9,1,10
"49689",0.91933,0.9,533,10
"49690",0.87075,0.4,2311,10
"49691",0.89706,0,1348,10
"49692",0.89706,0.85,1348,10
"49693",0.89561,0.85,1401,10
"49694",0.89285,0.85,1502,10
"49695",0.89285,0.6,1502,10
"49696",0.89285,0.85,1502,10
"49697",0.91831,0.85,570,10
"49698",0.92031,0.85,497,10
"49699",0.91968,0.4,520,10
"49700",0.92766,0.4,228,10
"49701",0.89171,0.6,1544,10
"49702",0.89706,0,1348,10
"49703",0.89706,0.85,1348,10
"49704",0.86212,0.55,2627,10
"49705",0.86212,0.55,2627,10
"49706",0.86212,0,2627,10
"49707",0.87094,0.9,2304,10
"49708",0.87873,0.9,2019,10
"49709",0.86963,0.9,2352,10
"49710",0.86963,0.6,2352,10
"49711",0.87873,0.85,2019,10
"49712",0.87094,0.85,2304,10
"49713",0.87094,0,2304,10
"49714",0.87873,0.85,2019,10
"49715",0.87094,0.85,2304,10
"49716",0.90509,0.9,1054,10
"49717",0.89791,0.9,1317,10
"49718",0.89791,0.85,1317,10
"49719",0.90509,0.85,1054,10
"49720",0.89791,0.6,1317,10
"49721",0.90509,0.6,1054,10
"49722",0.89791,0.6,1317,10
"49723",0.90509,0.6,1054,10
"49724",0.90509,0.85,1054,10
"49725",0.90509,0.85,1054,10
"49726",0.90509,0.85,1054,10
"49727",0.90509,0.6,1054,10
"49728",0.90509,0,1054,10
"49729",0.90509,0.85,1054,10
"49730",0.90509,0.6,1054,10
"49731",0.87873,0.6,2019,10
"49732",0.88223,0.4,1891,10
"49733",0.88223,0.4,1891,10
"49734",0.8654,0.85,2507,10
"49735",0.86062,0.85,2682,10
"49736",0.85794,0.85,2780,10
"49737",0.85567,0.85,2863,10
"49738",0.85523,0.85,2879,10
"49739",0.93386,0.85,1,10
"49740",0.93386,0,1,10
"49741",0.93386,0,1,10
"49742",0.87873,0.85,2019,10
"49743",0.87094,0.85,2304,10
"49744",0.87059,0.55,2317,10
"49745",0.85543,0.55,2872,10
"49746",0.92471,0.4,336,10
"49747",0.88466,0.4,1802,10
"49748",0.88477,0.4,1798,10
"49749",0.94088,1,-256,10
"49750",0.94088,1,-256,10
"49751",0.94088,1,-256,10
"49752",0.94088,1,-256,10
"49753",0.94088,1,-256,10
"49754",0.85567,0.55,2863,10
"49755",0.85567,0,2863,10
"49756",0.93137,0.85,1,7
"49757",0.93137,0.6,1,7
"49758",0.9426,0.6,1,5
"49759",0.9426,0.6,1,5
"49760",0.9426,0.85,1,5
"49761",0.9426,0.6,1,5
"49762",0.93695,0.55,192,7
"49763",0.94593,0.55,-137,7
"49764",0.9199,0.9,816,7
"49765",0.9199,0.9,816,7
"49766",0.87635,0.6,2034,3
"49767",0.87635,0.55,2034,3
"49768",0.93189,0.9,1,3
"49769",0.93189,0.85,1,3
"49770",0.79743,0.85,5133,3
"49771",0.79857,0.85,5091,3
"49772",0.81579,0.85,4461,3
"49773",0.79743,0.55,5133,3
"49774",0.90996,0.55,1014,3
"49775",0.93766,0.85,0,3
"49776",0.93075,0.9,253,3
"49777",0.78696,0.55,5516,3
"49778",0.78139,0.55,5720,3
"49779",0.78139,0,5720,3
"49780",0.90996,0.55,1014,3
"49781",0.91381,0.6,873,3
"49782",0.93419,0.9,1,1
"49783",0.93206,0.85,1,3
"49784",0.79674,0.55,4954,3
"49785",0.79674,0.55,4954,3
"49786",0.79674,0,4954,3
"49787",0.79674,0,4954,3
"49788",0.79043,0.85,5185,3
"49789",0.80316,0.85,4719,3
"49790",0.80316,0.6,4719,3
"49791",0.79043,0.6,5185,3
"49792",0.79043,0.6,5185,3
"49793",0.82726,0.55,3837,3
"49794",0.87906,0.55,1941,3
"49795",0.94558,1,10,2
"49796",0.9452,0.9,24,2
"49797",0.83087,0.85,4209,2
"49798",0.83087,0.6,4209,2
"49799",0.83087,0.6,4209,2
"49800",0.93214,0.6,1,7
"49801",0.95326,0.6,-772,7
"49802",0.92271,0.85,748,8
"49803",0.94028,0.85,105,8
"49804",0.92271,0.6,748,8
"49805",0.94028,0.6,105,8
"49806",0.9393,0.6,141,8
"49807",0.95484,0.6,-428,8
"49808",0.96244,0.6,-706,8
"49809",0.9393,0,141,8
"49810",0.92375,0.6,710,8
"49811",0.92375,0.6,710,8
"49812",0.92375,0,710,8
"49813",0.78715,0.85,5496,2
"49814",0.84603,0.85,3341,2
"49815",0.83862,0.85,3612,2
"49816",0.78715,0.85,5496,2
"49817",0.93725,0.9,2,2
"49818",0.9488,0.9,-421,2
"49819",0.95257,0.9,-559,2
"49820",0.93725,0.9,2,2
"49821",0.9488,0.9,-421,2
"49822",0.95257,0.9,-559,2
"49823",0.93725,0.9,2,2
"49824",0.9488,0.9,-421,2
"49825",0.93725,0.9,2,2
"49826",0.93725,0.9,2,2
"49827",0.93725,0.9,2,2
"49828",0.93725,0.9,2,2
"49829",0.93725,0.9,2,2
"49830",0.93725,0.9,2,2
"49831",0.93725,0.9,2,2
"49832",0.9488,0.9,-421,2
"49833",0.9488,0.9,-421,2
"49834",0.9488,0.9,-421,2
"49835",0.9488,0.9,-421,2
"49836",0.95257,0.9,-559,2
"49837",0.95257,0.9,-559,2
"49838",0.95257,0.9,-559,2
"49839",0.95257,0.9,-559,2
"49840",0.95257,0.9,-559,2
"49841",0.93725,0.85,2,2
"49842",0.93725,0.85,2,2
"49843",0.93725,0.85,2,2
"49844",0.93725,0.85,2,2
"49845",0.93725,0.85,2,2
"49846",0.93725,0.85,2,2
"49847",0.93725,0.85,2,2
"49848",0.9488,0.9,-421,2
"49849",0.9488,0.85,-421,2
"49850",0.9488,0.85,-421,2
"49851",0.9488,0.85,-421,2
"49852",0.9488,0.85,-421,2
"49853",0.95257,0.9,-559,2
"49854",0.95257,0.85,-559,2
"49855",0.95257,0.85,-559,2
"49856",0.95257,0.85,-559,2
"49857",0.95257,0.85,-559,2
"49858",0.93591,0.85,22,3
"49859",0.9455,0.85,-329,3
"49860",0.95331,0.85,-615,3
"49861",0.93312,0.85,154,9
"49862",0.93659,0.85,27,9
"49863",0.9432,0.85,-215,9
"49864",0.9438,0.85,-237,9
"49865",0.95875,0.85,-784,9
"49866",0.93312,0.6,154,9
"49867",0.93659,0.6,27,9
"49868",0.9438,0.6,-237,9
"49869",0.93312,0.55,154,9
"49870",0.93312,0,154,9
"49871",0.93659,0.55,27,9
"49872",0.9438,0.55,-237,9
"49873",0.93659,0.85,27,9
"49874",0.93659,0.85,27,9
"49875",0.93659,0.85,27,9
"49876",0.93659,0.6,27,9
"49877",0.9438,0.55,-237,9
"49878",0.93659,0.6,27,9
"49879",0.91411,0.55,850,9
"49880",0.91411,0.6,850,9
"49881",0.91411,0,850,9
"49882",0.91411,0,850,9
"49883",0.91411,0,850,9
"49884",0.9488,0.6,3,3
"49885",0.95208,0.6,-117,3
"49886",0.9488,0.55,3,3
"49887",0.95208,0.55,-117,3
"49888",0.9488,0,3,3
"49889",0.95208,0.6,-117,3
"49890",0.95208,0.6,-117,3
"49891",0.9494,0.85,1,2
"49892",0.91941,0.55,1099,2
"49893",0.9494,0.85,1,2
"49894",0.9494,0.55,1,2
"49895",0.9494,0.55,1,2
"49896",0.93673,0.85,8,9
"49897",0.93064,0.85,1,1
"49898",0.94725,0.85,-36,4
"49899",0.8875,0.55,2151,4
"49900",0.88518,0.85,2236,4
"49901",0.94725,0.85,-36,4
"49902",0.88518,0.85,2236,4
"49903",0.94624,0.85,1,4
"49904",0.94624,0,1,4
"49905",0.94725,0.85,-36,4
"49906",0.94624,0.85,1,4
"49907",0.94364,0.6,12,1
"49908",0.93309,0.85,-2,1
"49909",0.83343,0.9,3646,1
"49910",0.83343,0.9,3646,1
"49911",0.93309,0.9,-2,1
"49912",0.92842,0.9,169,1
"49913",0.92146,0.9,424,1
"49914",0.91646,0.9,607,1
"49915",0.86174,0.9,2610,1
"49916",0.85193,0.9,2969,1
"49917",0.83343,0.9,3646,1
"49918",0.91359,0.6,616,4
"49919",0.91465,0.85,577,4
"49920",0.93039,0.85,1,4
"49921",0.93039,0.9,1,4
"49922",0.93167,0.9,-46,4
"49923",0.93378,0.6,1,1
"49924",0.94206,0.85,1,1
"49925",0.94206,0.85,1,1
"49926",0.94206,0.6,1,1
"49927",0.93408,0.55,55,2
"49928",0.89572,0.85,1459,2
"49929",0.93408,0.6,55,2
"49930",0.89572,0,1459,2
"49931",0.89572,0,1459,2
"49932",0.89572,0,1459,2
"49933",0.89572,0.85,1459,2
"49934",0.89572,0,1459,2
"49935",0.89572,0,1459,2
"49936",0.89572,0,1459,2
"49937",0.942,0.6,0,1
"49938",0.942,0.6,0,1
"49939",0.942,0,0,1
"49940",0.94099,0.85,1,1
"49941",0.94099,0.55,1,1
"49942",0.94099,0.55,1,1
"49943",0.86053,0.85,3208,8
"49944",0.74675,0.9,7373,8
"49945",0.7532,0.9,7137,8
"49946",0.74675,0.9,7373,8
"49947",0.7532,0.9,7137,8
"49948",0.74675,0.9,7373,8
"49949",0.7532,0.9,7137,8
"49950",0.89886,0.85,1805,8
"49951",0.88968,0.85,2141,8
"49952",0.89367,0.85,1995,8
"49953",0.88966,0.9,2142,8
"49954",0.88684,0.9,2245,8
"49955",0.88684,0.6,2245,8
"49956",0.75279,0.9,7152,8
"49957",0.75279,0.6,7152,8
"49958",0.8572,0.85,3330,8
"49959",0.86053,0.85,3208,8
"49960",0.8572,0.6,3330,8
"49961",0.88684,0.9,2245,8
"49962",0.88684,0.6,2245,8
"49963",0.88684,0,2245,8
"49964",0.88684,0,2245,8
"49965",0.94815,0.85,1,8
"49966",0.94815,0.6,1,8
"49967",0.94815,0.55,1,8
"49968",0.94815,0.55,1,8
"49969",0.94987,0.9,-62,8
"49970",0.94987,0.85,-62,8
"49971",0.94987,0.85,1,2
"49972",0.94987,0.85,1,2
"49973",0.90793,0.55,1536,2
"49974",0.87551,0.9,2723,2
"49975",0.87551,0.85,2723,2
"49976",0.87551,0.85,2723,2
"49977",0.94542,0.6,-437,9
"49978",0.94542,0.6,-437,9
"49979",0.94624,0.6,-467,9
"49980",0.82871,0.85,3835,9
"49981",0.82871,0.85,3835,9
"49982",0.85543,1,2857,9
"49983",0.85543,0.9,2857,9
"49984",0.85543,0.4,2857,9
"49985",0.85108,0.4,3016,9
"49986",0.84854,0.85,3109,9
"49987",0.84854,0.85,3109,9
"49988",0.85545,0.85,2856,9
"49989",0.85545,0.85,2856,9
"49990",0.84854,0.85,3109,9
"49991",0.84854,0.6,3109,9
"49992",0.85545,0.6,2856,9
"49993",0.84854,0.85,3109,9
"49994",0.84854,0.85,3109,9
"49995",0.84854,0.85,3109,9
"49996",0.85392,0.55,2912,9
"49997",0.85392,0.55,2912,9
"49998",0.85392,0.55,2912,9
"49999",0.93345,0.85,1,9
"50000",0.93345,0.55,1,9
"50001",0.9488,0.9,1,9
"50002",0.9488,0.85,1,9
"50003",0.94184,0.85,256,9
"50004",0.94184,0.6,256,9
"50005",0.92979,0.9,697,9
"50006",0.94184,0.85,256,9
"50007",0.92979,0.9,697,9
"50008",0.94184,0.85,256,9
"50009",0.92979,0.6,697,9
"50010",0.94184,0.85,256,9
"50011",0.9591,0.85,-376,9
"50012",0.9591,0,-376,9
"50013",0.95563,0.85,-249,9
"50014",0.95563,0.6,-249,9
"50015",0.95563,0.55,-249,9
"50016",0.95563,0,-249,9
"50017",0.87299,0.6,2776,9
"50018",0.87799,0.6,2593,9
"50019",0.95563,0.6,-249,9
"50020",0.95563,0.85,-249,9
"50021",0.95563,0,-249,9
"50022",0.94465,0.9,1,1
"50023",0.94023,0.6,23,4
"50024",0.93779,0.85,1,2
"50025",0.94031,0.85,-91,2
"50026",0.95888,1,-939,3
"50027",0.95888,0.9,-939,3
"50028",0.95888,0.85,-939,3
"50029",0.95888,0.85,-939,3
"50030",0.95888,0.85,-939,3
"50031",0.95888,0.55,-939,3
"50032",0.95888,0,-939,3
"50033",0.95888,0,-939,3
"50034",0.95888,0,-939,3
"50035",0.94334,0.85,-370,3
"50036",0.94334,0.55,-370,3
"50037",0.94334,0,-370,3
"50038",0.94334,0,-370,3
"50039",0.91435,0.85,691,3
"50040",0.9332,0.85,1,3
"50041",0.91435,0.55,691,3
"50042",0.9332,0.85,1,3
"50043",0.9332,0.85,1,3
"50044",0.91416,0.9,698,3
"50045",0.9332,0.9,1,3
"50046",0.94156,0.85,1,7
"50047",0.94156,0.6,1,7
"50048",0.94156,0.6,1,7
"50049",0.94156,0.6,1,7
"50050",0.94156,0.6,1,7
"50051",0.88758,0.85,1977,7
"50052",0.94716,0.55,-204,7
"50053",0.9387,0.6,106,7
"50054",0.9387,0.6,106,7
"50055",0.90843,0.4,1214,7
"50056",0.94451,0.55,-107,7
"50057",0.94716,0.6,-204,7
"50058",0.94451,0,-107,7
"50059",0.88758,0.85,1977,7
"50060",0.91558,0.55,952,7
"50061",0.94156,0.6,1,7
"50062",0.94716,0.6,-204,7
"50063",0.94156,0.6,1,7
"50064",0.94716,0.6,-204,7
"50065",0.94156,0.6,1,7
"50066",0.95615,0.55,-533,7
"50067",0.91362,0.6,1024,7
"50068",0.91362,0,1024,7
"50069",0.87862,0.6,2305,7
"50070",0.94662,1,2,1
"50071",0.92271,0.9,822,8
"50072",0.93665,0.85,312,8
"50073",0.94703,0.85,-68,8
"50074",0.95623,0.85,-405,8
"50075",0.92271,0.9,822,8
"50076",0.94514,0.85,1,8
"50077",0.93665,0.85,312,8
"50078",0.93665,0.6,312,8
"50079",0.93375,0.9,1,1
"50080",0.93375,0.85,1,1
"50081",0.93375,0.6,1,1
"50082",0.90662,0.4,959,3
"50083",0.93279,0.6,1,3
"50084",0.88037,0.55,1920,3
"50085",0.90662,0.4,959,3
"50086",0.92042,0.4,454,3
"50087",0.93279,0.4,1,3
"50088",0.94113,0.85,-304,3
"50089",0.9494,0.85,-607,3
"50090",0.93531,0.6,-91,3
"50091",0.93531,0.55,-91,3
"50092",0.91714,0.85,574,3
"50093",0.93279,0.85,1,3
"50094",0.91714,0.6,574,3
"50095",0.93279,0.6,1,3
"50096",0.91528,0.6,642,3
"50097",0.88094,0.4,2335,8
"50098",0.86365,0.6,2968,8
"50099",0.84496,0.6,3652,8
"50100",0.89064,0.9,1980,8
"50101",0.84745,0.6,3561,8
"50102",0.77798,0.85,6104,8
"50103",0.78297,0.85,5921,8
"50104",0.8746,0.6,2567,8
"50105",0.88094,0.6,2335,8
"50106",0.89064,0.6,1980,8
"50107",0.78297,0.9,5921,8
"50108",0.80221,0.9,5217,8
"50109",0.833,0.6,4090,8
"50110",0.90427,0.4,1481,8
"50111",0.78297,0.85,5921,8
"50112",0.78297,0.85,5921,8
"50113",0.78297,0.85,5921,8
"50114",0.78297,0.85,5921,8
"50115",0.95569,0.85,-401,8
"50116",0.77754,0.85,6120,8
"50117",0.77798,0.85,6104,8
"50118",0.78297,0.85,5921,8
"50119",0.77568,0.85,6188,8
"50120",0.77568,0.6,6188,8
"50121",0.77568,0.6,6188,8
"50122",0.77568,0.85,6188,8
"50123",0.88094,0.6,2335,8
"50124",0.89064,0.6,1980,8
"50125",0.94648,0.9,-64,8
"50126",0.95569,0.9,-401,8
"50127",0.94648,0.85,-64,8
"50128",0.95569,0.85,-401,8
"50129",0.94648,0.85,-64,8
"50130",0.95569,0.85,-401,8
"50131",0.83761,0.85,3921,8
"50132",0.83761,0.6,3921,8
"50133",0.86788,1,2813,8
"50134",0.86308,1,2989,8
"50135",0.94471,0.85,1,8
"50136",0.94648,0.85,-64,8
"50137",0.94471,0.85,1,8
"50138",0.94648,0.85,-64,8
"50139",0.84496,0.6,3652,8
"50140",0.84868,0.6,3516,8
"50141",0.92602,0.9,286,6
"50142",0.93381,0.85,1,6
"50143",0.93162,0.6,81,6
"50144",0.93381,0.85,1,6
"50145",0.93381,0.85,1,6
"50146",0.93381,0.85,1,6
"50147",0.65102,0.85,10933,1
"50148",0.94839,0.9,48,1
"50149",0.94839,0.9,48,1
"50150",0.94839,0.9,48,1
"50151",0.94839,0.9,48,1
"50152",0.94839,0.9,48,1
"50153",0.94839,0.9,48,1
"50154",0.94839,0.9,48,1
"50155",0.94839,0.9,48,1
"50156",0.94839,0.9,48,1
"50157",0.64094,0.9,11302,1
"50158",0.94113,0.6,0,1
"50159",0.94113,0.6,0,1
"50160",0.93651,0.85,21,1
"50161",0.93651,0.85,21,1
"50162",0.93651,0.85,21,1
"50163",0.92872,1,714,2
"50164",0.9482,1,1,2
